,categories,location,name,rating,review_count,snippet_text,yelp_id
917,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican'), Category(name='Gastropubs', alias='gastropubs')]","(40.7838249926781, -73.9776075258851)",Barley & Grain,3.0,138,"So, we finally returned. They're under new management now, but STILL GREAT! Eli, the night manager was soon sitting with us, just joining the crew. Jose,...",barley-and-grain-new-york
918,"[Category(name='Latin American', alias='latin'), Category(name='Spanish', alias='spanish'), Category(name='Bars', alias='bars')]","(40.861907, -73.925338)",809 Sangria Bar & Grill,4.0,122,"I got the Groupon deal and went there with my husband for dinner on Friday night at 8pm. I was surprise with how beautiful & spaciouse restaurant is, they...",809-sangria-bar-and-grill-new-york
919,"[Category(name='Bars', alias='bars')]","(40.7353706, -74.0058365)",WXOU Radio Bar,3.5,91,"I love this place. It is a bare bones operation with solid service, unparalleled prices and a killer jukebox. Just don't forget to bring cash. Their ATM fee...",wxou-radio-bar-new-york
920,"[Category(name='American (New)', alias='newamerican'), Category(name='Sports Bars', alias='sportsbars'), Category(name='Venues & Event Spaces', alias='venues')]","(40.7458503, -73.9867329)",Holland House,3.5,115,"I went by Holland House last Saturday for brunch with friends. I have to say, it was incredibly fun. They have an incredible brunch deal. For $20 you can...",holland-house-new-york-3
921,"[Category(name='American (New)', alias='newamerican'), Category(name='Bars', alias='bars'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]","(40.7237529, -73.989945)",Joe & Misses Doe,4.0,100,"I absolutely love everything about this place.  The food is excellent. The service is outstanding. 
Every Sunday my wife and I go looking for a reasonable...",joe-and-misses-doe-new-york-3
922,"[Category(name='Sports Bars', alias='sportsbars')]","(40.7260072231293, -73.9949067682028)",Bleecker Street Bar,3.0,133,I have been going to Bleecker Street Bar with friends as well as my wife for probably 5 or 6 years.  It's a good low key local spot in NOHO or the Village...,bleecker-street-bar-new-york
923,"[Category(name='Seafood', alias='seafood'), Category(name='Bars', alias='bars')]","(40.73399, -74.00137)",Jeffrey's Grocery,4.0,317,"Came here for lunch with my wife on a sunny friday afternoon. This place is a joy. Great staff and the decor is beautiful.

The food was superb. The...",jeffreys-grocery-new-york
924,"[Category(name='Bars', alias='bars')]","(40.7182691379603, -73.9906029881244)",RPM Bar,3.5,33,I've been coming here since it was Lolita Bar and the space is so large that it never feels too crowded. One bathroom... not enough. But the ridiculously...,rpm-bar-new-york
925,"[Category(name='American (New)', alias='newamerican'), Category(name='Bars', alias='bars'), Category(name='Seafood', alias='seafood')]","(40.744712, -73.997825)",East of Eighth,3.5,308,Went here this evening and had the dinner special for $21.95. It included apps/salad.. main course and dessert. It was wonderful. They started out with a...,east-of-eighth-new-york
926,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='American (New)', alias='newamerican')]","(40.713718, -74.008036)",Dark Horse,4.0,320,"Erin has the most beautiful smile!! I went twice in one day just to see her gorgeous smile and have a very reasonably priced Laphroig old fashioned.

My...",dark-horse-new-york
927,"[Category(name='Cocktail Bars', alias='cocktailbars')]","(40.757572, -73.984039)",Bar 54,3.5,73,"""FEELING ON HIGH""

I live one street block away from the HYATT Times Square... Hanging out in a tourist hotel in Times Square is NOT a New Yorker's idea of...",bar-54-new-york-2
928,"[Category(name='Tapas Bars', alias='tapas'), Category(name='Tapas/Small Plates', alias='tapasmallplates'), Category(name='Spanish', alias='spanish')]","(40.8431632, -73.9392095)",Marcha Cocina,4.0,180,"Amazing Waiters.
Amazing Service.
Amazing Food.
Amazing Happy Hour.
Anazing Prices for Food & Drinks.
Definitely coming here again",marcha-cocina-new-york
929,"[Category(name='Bars', alias='bars'), Category(name='Burgers', alias='burgers')]","(40.739332, -74.002205)",Black Tap Craft Burgers & Beer,3.5,397,I went to Black Tap around 3:00pm on a Wednesday and only waited 5 minutes to get in! The burgers were decent but did not look like the ones they post on...,black-tap-craft-burgers-and-beer-new-york-2
930,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='Coffee & Tea', alias='coffee')]","(40.7404127286336, -74.0057301455383)",Kobrick Coffee,4.5,99,"I simply cannot help but throw all good words to Kobrick, as the second I stepped in (sweating and thirsty, eagerly looking for something to cure my...",kobrick-coffee-new-york
931,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Tapas/Small Plates', alias='tapasmallplates'), Category(name='Turkish', alias='turkish')]","(40.7559236, -73.9674719)",Pierre Loti Midtown,4.0,176,"This is one of my favourite places in the city! 

I cannot say enough good things about this tiny wine bar. My husband and I live a few doors down and this...",pierre-loti-midtown-new-york-3
932,"[Category(name='Cocktail Bars', alias='cocktailbars')]","(40.7580859, -73.9750323172382)",Trouble's Trust,4.0,14,"Didn't even realize I'd been here until my admin waltzed up to ask me what receipt x was for. I just thought this was the hotel bar in the Lotte hotel,...",troubles-trust-new-york
933,"[Category(name='Austrian', alias='austrian'), Category(name='Burgers', alias='burgers'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.7085723876953, -74.0139999389648)",Schilling,5.0,13,"I came into Shilling after work, pretty early in the evening, and ordered the Shilling Burger and their Hefeweizen on draft. The burger was delicious,...",schilling-new-york
934,"[Category(name='Lounges', alias='lounges')]","(40.8658239146352, -73.9273272142015)",Dyckman Bar,3.5,55,"Lots of fun!
So a few weeks ago I came back to Dyckman bar with some of the fellas. Great time. 
It was packed but the music was great. Nice drinks and...",dyckman-bar-new-york
935,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican')]","(40.75376, -73.98578)",Croton Reservoir Tavern,3.0,202,"Find this place by chance, great location near Bryant park, staff was very friendly and food was great, I had arugula salad with Asian pear and grilled...",croton-reservoir-tavern-new-york
936,"[Category(name='Pubs', alias='pubs'), Category(name='Irish', alias='irish'), Category(name='Sports Bars', alias='sportsbars')]","(40.749215, -73.983023)",Slattery's Midtown Pub,3.5,167,"Nice pub in midtown with friendly staff!

Dont forget to check-in (free shots with green tea, peach schnapps and jameson are waitin for u)

I dont even...",slatterys-midtown-pub-new-york
937,"[Category(name='Bars', alias='bars')]","(40.7625, -73.9742)",The Trump Bar,4.0,15,"Drinks at the Trump Bar is fun. Staff is great and attentive and make you feel welcome while you are sitting at the bar.

Order a glass of Trump label wines...",the-trump-bar-new-york
938,"[Category(name='Pubs', alias='pubs')]","(40.7315826416016, -74.0069122314453)",Barrow's Pub,3.5,35,Stopped in for a quick beer on a cold Wednesday afternoon.  We met Candice the bartender and had a great time. She is awesome. Made us feel right at home. A...,barrows-pub-new-york
939,"[Category(name='Bars', alias='bars'), Category(name='Karaoke', alias='karaoke'), Category(name='Music Venues', alias='musicvenues')]","(40.728458, -73.999229)",Wicked Willy's,3.5,410,"This place was awesome! So silly me, I didn't realize that Friday nights were for simply vibing and being lowkey (that's for Saturday nights apparently) and...",wicked-willys-new-york
940,"[Category(name='American (New)', alias='newamerican'), Category(name='Burgers', alias='burgers'), Category(name='Wine Bars', alias='wine_bars')]","(40.7256288347129, -74.0092368030346)",Houseman,4.0,40,"KenScale: 8.0/10

I visited Houseman last fall and had a lot to like about this unassuming place that serves really solid New American dishes. One of my...",houseman-new-york
941,"[Category(name='Lounges', alias='lounges')]","(40.7195518165827, -73.9953265339136)",Tropical 128,3.5,127,"Let's just say. I came to this place at random and the reviews were good.

FOOD DELICIOUS.... Omg for sure fresh and yummy. Had a nice convo with the cook,...",tropical-128-new-york
942,"[Category(name='American (New)', alias='newamerican'), Category(name='Seafood', alias='seafood'), Category(name='Burgers', alias='burgers')]","(40.747395, -73.97649)",Hendriks,4.0,173,I came here on a Wednesday at 6:30 and the place was bumpin! The bar was full and the almost every seat in the restaurant was taken (good to make a...,hendriks-new-york
943,"[Category(name='Bars', alias='bars')]","(40.7103231643474, -74.0164706710367)",The Black Hound,3.5,41,"I walked past here one night after heading home one evening and, having passed by it 100 times and never going in, decided to finally check it out. It is...",the-black-hound-new-york
944,"[Category(name='American (New)', alias='newamerican')]","(40.7612190246582, -73.9939651489258)",The Marshal,4.0,425,"I don't often leave yelp reviews - but I just had such a delightful experience at the Marshal. I was one member of a relatively large party, which included...",the-marshal-new-york
945,"[Category(name='Gay Bars', alias='gaybars'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.721782, -73.980209)",Bedlam,3.0,74,Lived around the corner from this place for 7 months before realizing it existed. From that point I have been coming here between the pregame and the club...,bedlam-new-york
946,"[Category(name='Bars', alias='bars')]","(40.7754898, -73.9537811)",Brady's Bar,3.5,47,"One of the best bars I've ever been to. Great customer service great beer, and plenty of seating.
Your able to bring in your own food, and there is plenty...",bradys-bar-new-york
947,"[Category(name='Lounges', alias='lounges'), Category(name='Venues & Event Spaces', alias='venues')]","(40.765548, -73.976654)",Whiskey Park,3.0,91,Go there classy and go there with deep pockets. Expect to meet beautiful and well maintained older women with a lot of sophistication and expect the...,whiskey-park-new-york
948,"[Category(name='Cocktail Bars', alias='cocktailbars'), Category(name='American (New)', alias='newamerican'), Category(name='Breakfast & Brunch', alias='breakfast_brunch')]","(40.719904, -73.98719)",Schapiro's,3.5,158,"Rustic, laid back, cool looking place - perfect spot for a fun brunch with cocktails.  I didn't love the food I ordered - salmon with grilled kale...I...",schapiros-new-york
949,"[Category(name='American (Traditional)', alias='tradamerican'), Category(name='Irish Pub', alias='irish_pubs'), Category(name='Music Venues', alias='musicvenues')]","(40.760478, -73.98416)",Playwright Tavern & Restaurant,3.5,220,"I was there with my brother few days ago.
The restaurant has few floors, we were at the second one. There are two areas for dinner and bar. The hostess...",playwright-tavern-and-restaurant-new-york-3
950,"[Category(name='American (New)', alias='newamerican')]","(40.7377405, -74.0021002)",Wallflower,4.5,160,"Located in the heart of West Village, Wallflower recently introduced a new brunch menu that highlights seasonal ingredients. These are some of the items you...",wallflower-new-york
951,"[Category(name='Lounges', alias='lounges'), Category(name='American (Traditional)', alias='tradamerican'), Category(name='Cocktail Bars', alias='cocktailbars')]","(40.721542, -73.988197)",The SKINnY Bar & Lounge,3.5,173,"The entrance is not very noticeable other than the bouncer standing outside the door. Once inside the atmosphere is comfortable, the service is friendly and...",the-skinny-bar-and-lounge-new-york
952,"[Category(name='Wine Bars', alias='wine_bars'), Category(name='Tapas Bars', alias='tapas')]","(40.8659951, -73.9275685)",Corcho Wine Room,4.0,114,"This place is very small, tiny. But it has some kind of magic that people fall in love with it the first time they visit Corcho.
Corcho is the best place...",corcho-wine-room-new-york
